id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,latitude,longitude,location
9447143,HX100511,2014-01-01T10:36:00,006XX N KEDZIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,true,false,1221,12,27,23,18,41.892855703,-87.706474968,POINT(-87.706474968 41.892855703)
9447144,HX100509,2014-01-01T11:00:00,013XX W 13TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1233,12,2,28,08B,41.865187198,-87.660234403,POINT(-87.660234403 41.865187198)
9447146,HX100477,2014-01-01T09:00:00,020XX W 68TH ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,726,7,17,67,08B,41.7702494,-87.674501744,POINT(-87.674501744 41.7702494)
9447147,HX100559,2014-01-01T11:45:00,010XX W GRANVILLE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,false,true,2433,24,48,77,26,41.994588742,-87.657522554,POINT(-87.657522554 41.994588742)
9447150,HX100360,2014-01-01T06:10:00,089XX S BURLEY AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,424,4,10,46,04B,41.732857275,-87.545728081,POINT(-87.545728081 41.732857275)
9447151,HX100461,2014-01-01T00:01:00,071XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,333,3,5,43,05,41.765039197,-87.57627519,POINT(-87.57627519 41.765039197)
9447153,HX100581,2014-01-01T03:00:00,039XX W MONTROSE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1723,17,39,14,08B,41.960970619,-87.725967322,POINT(-87.725967322 41.960970619)
9447154,HX100569,2014-01-01T12:09:00,078XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,835,8,18,70,18,41.75110345,-87.68287357,POINT(-87.68287357 41.75110345)
9447158,HX100502,2014-01-01T00:30:00,0000X E ONTARIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1834,18,42,8,07,41.893302665,-87.626101368,POINT(-87.626101368 41.893302665)
9447160,HX100580,2014-01-01T12:00:00,032XX W CRYSTAL ST,0810,THEFT,OVER $500,APARTMENT,false,false,1422,14,26,23,06,41.903746867,-87.707852518,POINT(-87.707852518 41.903746867)
9447161,HX100576,2014-01-01T04:00:00,112XX S RACINE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2234,22,34,75,06,41.68897153,-87.652006202,POINT(-87.652006202 41.68897153)
9447164,HX100565,2014-01-01T01:00:00,015XX N MASSASOIT AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2531,25,29,25,06,41.90806448,-87.76950279,POINT(-87.76950279 41.90806448)
9447167,HX100516,2014-01-01T01:00:00,091XX S NORMAL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2223,22,21,73,06,41.728207847,-87.636110151,POINT(-87.636110151 41.728207847)
9447168,HX100586,2014-01-01T00:01:00,001XX W KINZIE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1831,18,42,8,08B,41.88917741,-87.63315788,POINT(-87.63315788 41.88917741)
9447171,HX100489,2014-01-01T05:00:00,027XX N PARKSIDE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2514,25,30,19,26,41.930041027,-87.767420369,POINT(-87.767420369 41.930041027)
9447172,HX100496,2014-01-01T11:30:00,008XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1112,11,27,23,08B,41.89637448,-87.718781927,POINT(-87.718781927 41.89637448)
9447174,HX100518,2014-01-01T02:00:00,019XX W WOLFRAM ST,0620,BURGLARY,UNLAWFUL ENTRY,STREET,false,false,1931,19,32,5,05,41.933217001,-87.676377446,POINT(-87.676377446 41.933217001)
9447175,HX100473,2014-01-01T10:15:00,047XX W CHICAGO AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1111,11,37,25,04B,41.895036238,-87.744094044,POINT(-87.744094044 41.895036238)
9447181,HX100504,2014-01-01T01:30:00,052XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,true,234,2,4,41,26,41.800230421,-87.587373452,POINT(-87.587373452 41.800230421)
9447186,HX100499,2014-01-01T01:58:00,022XX N ASHLAND AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1811,18,32,7,06,41.92248531,-87.668440345,POINT(-87.668440345 41.92248531)
9447187,HX100539,2014-01-01T12:00:00,031XX W COLUMBUS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,835,8,18,70,08B,41.75127961,-87.700660442,POINT(-87.700660442 41.75127961)
9447188,HX100493,2014-01-01T01:30:00,007XX S KILBOURN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1131,11,24,26,14,41.8711618,-87.737810984,POINT(-87.737810984 41.8711618)
9447191,HX100587,2014-01-01T12:45:00,054XX S WINCHESTER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,932,9,16,61,18,41.795176107,-87.673120679,POINT(-87.673120679 41.795176107)
9447193,HX100550,2014-01-01T11:40:00,0000X E MONROE ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,true,false,112,1,42,32,26,41.880775433,-87.627029031,POINT(-87.627029031 41.880775433)
9447194,HX100460,2014-01-01T09:48:00,027XX S RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1031,10,22,30,08B,41.84162722,-87.718381256,POINT(-87.718381256 41.84162722)
9447195,HX100583,2014-01-01T12:15:00,007XX N CICERO AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1531,15,28,25,26,41.89338448,-87.745754666,POINT(-87.745754666 41.89338448)
9447199,HX100556,2014-01-01T11:30:00,026XX E 79TH ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,true,false,422,4,7,46,08A,41.751815845,-87.560005138,POINT(-87.560005138 41.751815845)
9447203,HX100536,2014-01-01T01:00:00,005XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,123,1,2,32,06,41.875272573,-87.624251314,POINT(-87.624251314 41.875272573)
9447204,HX100571,2014-01-01T12:29:00,016XX N LARAMIE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,2532,25,37,25,18,41.909826336,-87.755710531,POINT(-87.755710531 41.909826336)
9447205,HX100603,2014-01-01T00:02:00,064XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,825,8,15,66,14,41.776389307,-87.687226505,POINT(-87.687226505 41.776389307)
9447208,HX100512,2014-01-01T11:00:00,026XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,422,4,7,46,06,41.751821289,-87.559590955,POINT(-87.559590955 41.751821289)
9447213,HX100304,2014-01-01T04:15:00,096XX S GREEN ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,2223,22,21,73,04A,41.718452107,-87.644350846,POINT(-87.644350846 41.718452107)
9447215,HX100599,2014-01-01T12:57:00,033XX W HURON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1121,11,27,23,18,41.89368443,-87.710503351,POINT(-87.710503351 41.89368443)
9447216,HX100532,2014-01-01T11:50:00,004XX S KOSTNER AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,GAS STATION,false,false,1131,11,24,26,03,41.874850606,-87.735272577,POINT(-87.735272577 41.874850606)
9447218,HX100600,2014-01-01T04:05:00,047XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1113,11,28,25,05,41.880513166,-87.743992473,POINT(-87.743992473 41.880513166)
9447219,HX100591,2014-01-01T12:57:00,033XX W MAYPOLE AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1123,11,28,27,03,41.883582151,-87.709360238,POINT(-87.709360238 41.883582151)
9447220,HX100621,2014-01-01T13:35:00,029XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1124,11,2,27,08B,41.878310554,-87.699357612,POINT(-87.699357612 41.878310554)
9447221,HX100608,2014-01-01T13:30:00,054XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,822,8,14,63,08B,41.794678786,-87.704814159,POINT(-87.704814159 41.794678786)
9447222,HX100634,2014-01-01T13:30:00,026XX W GRAND AVE,0810,THEFT,OVER $500,OTHER,false,false,1221,12,26,24,06,41.89294162,-87.693196852,POINT(-87.693196852 41.89294162)
9447227,HX100612,2014-01-01T00:00:00,013XX W WRIGHTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1932,19,32,7,14,41.928879911,-87.661465158,POINT(-87.661465158 41.928879911)
9447229,HX100579,2014-01-01T11:31:00,008XX W 87TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,613,6,21,71,18,41.736045074,-87.645584429,POINT(-87.645584429 41.736045074)
9447231,HX100525,2014-01-01T11:55:00,037XX W WASHINGTON BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,true,false,1122,11,28,27,18,41.881658016,-87.719466447,POINT(-87.719466447 41.881658016)
9447232,HX100629,2014-01-01T13:40:00,031XX N CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2521,25,31,19,08B,41.937393766,-87.74683203,POINT(-87.74683203 41.937393766)
9447233,HX100607,2014-01-01T13:05:00,014XX N AUSTIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2531,25,29,25,08B,41.906356696,-87.775505789,POINT(-87.775505789 41.906356696)
9447235,HX100390,2014-01-01T04:00:00,015XX W HOLLYWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2013,20,48,77,08B,41.985445197,-87.668348394,POINT(-87.668348394 41.985445197)
9447237,HX100619,2014-01-01T04:00:00,002XX W 38TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,true,true,915,9,3,34,08B,41.824547259,-87.633121383,POINT(-87.633121383 41.824547259)
9447238,HX100308,2014-01-01T02:30:00,027XX N NEWCASTLE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,true,false,2512,25,36,18,06,41.929503537,-87.796648174,POINT(-87.796648174 41.929503537)
9447242,HX100648,2014-01-01T13:45:00,021XX E 73RD ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,333,3,5,43,11,41.762545066,-87.573430858,POINT(-87.573430858 41.762545066)
9447244,HX100651,2014-01-01T13:35:00,030XX W LAWRENCE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1713,17,33,14,24,41.968492369,-87.70403512,POINT(-87.70403512 41.968492369)
9447245,HX100652,2014-01-01T13:42:00,077XX S COLES AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,421,4,7,43,26,41.755023855,-87.553498008,POINT(-87.553498008 41.755023855)
9447246,HX100645,2014-01-01T13:25:00,005XX N SPRINGFIELD AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1122,11,27,23,18,41.890494037,-87.723502612,POINT(-87.723502612 41.890494037)
9447247,HX100632,2014-01-01T13:00:00,115XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,532,5,9,53,08B,41.683345387,-87.616767376,POINT(-87.616767376 41.683345387)
9447249,HX100605,2014-01-01T01:30:00,037XX N CLARK ST,0810,THEFT,OVER $500,RESTAURANT,false,false,1923,19,44,6,06,41.94981807,-87.6586206,POINT(-87.6586206 41.94981807)
9447256,HX100649,2014-01-01T12:52:00,0000X N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,1223,12,2,28,18,41.882407184,-87.686468002,POINT(-87.686468002 41.882407184)
9447258,HX100644,2014-01-01T13:30:00,038XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1122,11,28,26,14,41.8840708,-87.722149853,POINT(-87.722149853 41.8840708)
9447261,HX100661,2014-01-01T14:00:00,045XX S CALUMET AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,215,2,3,38,11,41.812051402,-87.618228891,POINT(-87.618228891 41.812051402)
9447263,HX100675,2014-01-01T00:00:00,006XX S CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1533,15,24,25,07,41.872924943,-87.744991122,POINT(-87.744991122 41.872924943)
9447264,HX100627,2014-01-01T13:30:00,113XX S WENTWORTH AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,522,5,34,49,18,41.688213349,-87.627777362,POINT(-87.627777362 41.688213349)
9447265,HX100639,2014-01-01T13:15:00,003XX N CENTRAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1523,15,28,25,18,41.886755667,-87.765095923,POINT(-87.765095923 41.886755667)
9447266,HX100663,2014-01-01T14:03:00,027XX W DEVON AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,2412,24,50,2,18,41.997597074,-87.697512817,POINT(-87.697512817 41.997597074)
9447267,HX100647,2014-01-01T13:48:00,015XX S RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1014,10,24,29,08B,41.859912232,-87.718892563,POINT(-87.718892563 41.859912232)
9447268,HX100595,2014-01-01T06:30:00,058XX S PEORIA ST,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,ALLEY,false,false,712,7,16,68,02,41.788244447,-87.647428569,POINT(-87.647428569 41.788244447)
9447270,HX100692,2014-01-01T03:00:00,043XX W DICKENS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2522,25,30,20,06,41.918898336,-87.734729192,POINT(-87.734729192 41.918898336)
9447271,HX100703,2014-01-01T15:00:00,045XX W WRIGHTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2521,25,31,20,14,41.928272125,-87.740451515,POINT(-87.740451515 41.928272125)
9447272,HX100672,2014-01-01T12:00:00,050XX N MARINE DR,0820,THEFT,$500 AND UNDER,OTHER,true,false,2024,20,48,3,06,41.974654882,-87.651485236,POINT(-87.651485236 41.974654882)
